id	rate
26121	0.0186335403727
26123	0.00414078674948
26125	0.0621118012422
26029	0.00414078674948
42003	0.00414078674948
26133	0.00207039337474
26139	0.198757763975
26145	0.00828157349896
41051	0.00207039337474
26153	0.00414078674948
26155	0.00207039337474
26159	0.00207039337474
26161	0.0269151138716
26163	0.0393374741201
26165	0.00414078674948
42039	0.00207039337474
18003	0.00414078674948
18011	0.00207039337474
18013	0.00207039337474
18021	0.00828157349896
42091	0.00207039337474
42101	0.00414078674948
18039	0.00828157349896
6079	0.00207039337474
55089	0.00621118012422
17031	0.0227743271222
18057	0.00207039337474
17053	0.00207039337474
39083	0.00414078674948
39085	0.00207039337474
18097	0.00414078674948
39113	0.00207039337474
39097	0.00207039337474
23005	0.00414078674948
17089	0.00414078674948
19139	0.00207039337474
17097	0.00207039337474
20173	0.00207039337474
40143	0.00207039337474
35028	0.00207039337474
17111	0.00207039337474
34009	0.00207039337474
19163	0.00207039337474
34019	0.00207039337474
56039	0.00207039337474
55017	0.00207039337474
34027	0.00207039337474
39151	0.00207039337474
55025	0.00207039337474
33013	0.00207039337474
34039	0.00207039337474
18169	0.00207039337474
18177	0.00207039337474
9003	0.00207039337474
39173	0.00207039337474
12021	0.00621118012422
17167	0.00207039337474
55059	0.00207039337474
17187	0.00414078674948
17189	0.00414078674948
55079	0.00207039337474
53033	0.00207039337474
53035	0.00621118012422
17197	0.00207039337474
55087	0.00414078674948
17201	0.00207039337474
39035	0.00414078674948
39049	0.00828157349896
53053	0.00207039337474
12095	0.00207039337474
48453	0.00207039337474
55117	0.00621118012422
53073	0.00207039337474
55133	0.00828157349896
39153	0.00414078674948
50023	0.00207039337474
55101	0.00207039337474
6001	0.00207039337474
26063	0.00207039337474
6013	0.00207039337474
12011	0.00207039337474
8069	0.00207039337474
26005	0.0227743271222
26007	0.00207039337474
27037	0.00414078674948
8005	0.00207039337474
26019	0.00207039337474
26021	0.0207039337474
26023	0.00414078674948
26025	0.00414078674948
9001	0.00414078674948
26027	0.00207039337474
27053	0.0144927536232
48029	0.00207039337474
26033	0.00207039337474
27123	0.00207039337474
26037	0.00207039337474
6071	0.00414078674948
26041	0.00207039337474
26045	0.00621118012422
26047	0.00414078674948
26049	0.0248447204969
6085	0.00207039337474
26055	0.0227743271222
26057	0.00414078674948
8013	0.00207039337474
26065	0.0227743271222
26067	0.00207039337474
11001	0.00207039337474
26075	0.00414078674948
26077	0.0372670807453
26081	0.0993788819876
26093	0.0227743271222
4013	0.00414078674948
26099	0.0165631469979
26101	0.00207039337474
26105	0.00207039337474
27131	0.00207039337474
26111	0.0124223602484
